OBJECTID,GEOID_20,Land Acres,Water Acres,Census Tract Number,Census Block Group,Census Tract and Block Group,Block Group Name,Census Tract Label,Council District,Comprehensive Plan Growth Area,Comprehensive Plan Area Name,ACS Vinatage,Total Population,Children under 5,Children under 18,Older Adults 65 and over,Median Age,Male,Female,Not Hispanic or Latino White alone,Not Hispanic or Latino Black or African American alone,Not Hispanic or Latino American Indian and Alaska Native alone,Not Hispanic or Latino Asian alone,Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino Some Other Race alone,Not Hispanic or Latino Two or more races,Hispanic or Latino (of any race),People of Color,Total Households,Family Households (families),Nonfamily Households,Householder Living Alone,Less than a high school education,Bachelor degree or higher,Workers 16 years and over,Worked from home,Car truck or van - drove alone,Public Transportation (excluding taxicab),No Vehicles Available,Travel Time <15 Minutes,Travel Time 15-29 Minutes,Travel Time 30-44 Minutes,Travel Time 45-59 Minutes,Travel Time 60-89 Minutes,Travel Time 90+ Minutes,Total Housing Units,1-unit detached,Low Density Housing (1-unit att - 4 units),Medium Density Housing (5-49 units),High Density Housing (50+ units),Overcrowded Units (>1 occupants/room),No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,Population 18 years and Over,Population 18 years and Over with a Disability,Population Civilian Noninstitutionalized,Population without Health Insurance,Population 5 years and Over,Population Speaks a Language Other than English,Population Speaks English Less than Very Well,Households with Limited English,Spanish Limited English Speaking Households,Other Indo-European Languages Limited English Speaking Households,Asian and Pacific Island Languages Limited English Speaking Households,Other Languages Limited English Speaking Households,Owner Households,Renter Households,Gross Rent 30% or more of Household Income,Owner housing units with a mortgage where selected monthly onwer costs as a percentage of household income can be computed,Monthly Costs 30% or more of Household Income (owners with a mortgage),Population 25 years and Over,Household Population,Family Household Population,Owner Household Population,Renter Household Population,Meidan Gross Rent,Median Selected Monthly Owner Costs for Households with a Mortgage,Per Capita Income,Median Household Income,Median Earnings Males Worked full-time year-round,Median Earnings Females Worked full-time year-round,"Household Income $100,000 or more","Family Household Income $100,000 or more","Nonfamily Household Income $100,000 or more",Median Family Household Income,Median Nonfamily Household Income,Median Earnings All Workers,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",Households with People under 18 years,Households with People 65 years and over,Working Age Adults to 64 Years,Group Quarters Population,Population 16 years and over,Population 16 years and over not in labor force,Population 16 years and over in civilian labor force,Population 16 years and over in civilian labor force unemployed,Population for whom poverty status is determined,People with Income to Poverty Ratio Under .50,People with Income to Poverty .50 to .99,People with Income to Poverty 1.00 to 1.24,People with Income to Poverty 1.25 to 1.49,People with Income to Poverty 1.50 to 1.84,People with Income to Poverty 1.85 to 1.99,People with Income to Poverty 2.00 and over,Families for whom poverty status is determined,Families with income in the past 12 months below poverty level,Married-couple family with related children of the householder under 18 years below poverty,Married-couple family without related children of the householder under 18 years below poverty,Single parents with related children of the householder under 18 years below poverty,Other family below poverty,Population 20 to 64 years for whom poverty status is determined,Population 20 to 64 years below poverty,Population 20 to 64 years below poverty employed,Population 20 to 64 years employed,Neighborhood Subtype,Council District Type,Urban Center Village Type,"Earnings $50,000 or More Male Workers","Earnings $50,000 or More Female Workers",Population 16 years and over with earnings,Males 16 years and over with earnings,Females 16 years and over with earnings,Shape__Area,Shape__Length
323,530330057004,94.4918624,0,5700,4,5700.4,Block Group 4,57,6,0,Outside Villages,5Y23,1105,144,239,209,47.8,410,695,774,0,0,48,22,0,165,96,331,527,350,177,164,21,620,592,79,224,46,26,36,225,224,11,0,17,527,353,56,118,0,0,0,81,144,105,161,36,866,159,1105,36,961,44,22,22,0,0,22,0,354,173,102,302,144,866,1105,914,879,226,1870,3542,82324,149896,170859,158375,308,256,40,191912,-,144457,457,36,74,0,25,143,191,657,0,892,273,619,27,1105,74,11,101,0,0,14,905,350,0,0,0,0,0,657,46,33,536,Outside Villages,CD,UCUV,251,216,592,280,312,4115828.35943604,9936.49311969044
324,530330061001,71.73765755,25.90430426,6100,1,6100.1,Block Group 1,61,3,0,Outside Villages,5Y23,1713,32,311,115,31.9,967,746,1333,0,0,136,0,22,130,92,380,872,296,576,386,0,997,1120,335,480,155,61,175,354,182,19,55,0,915,379,116,370,33,13,67,267,183,83,215,57,1402,135,1713,25,1681,288,62,15,0,0,15,0,459,413,180,283,66,1206,1713,903,1018,695,2233,4001,106682,151250,162639,-,565,268,297,250000+,102857,82773,977,30,64,23,43,211,99,1287,0,1470,291,1179,42,1713,40,147,0,18,0,19,1489,296,17,17,0,0,0,1287,145,98,1119,Outside Villages,CD,UCUV,442,356,1208,673,535,2743016.47146606,7264.02906622766
325,530330062001,312.84653287,40.55221707,6200,1,6200.1,Block Group 1,62,3,0,Outside Villages,5Y23,1307,93,287,230,44.8,633,674,982,158,9,122,0,0,34,2,325,507,381,126,97,38,796,655,192,323,49,20,101,226,105,25,6,0,507,406,77,24,0,9,11,13,45,171,194,73,1020,49,1307,0,1214,199,61,9,0,0,0,9,474,33,0,312,92,983,1307,1140,1194,113,-,4001,95186,213906,144926,109583,390,332,58,250000+,86364,103365,502,38,66,8,51,139,153,790,0,1036,363,673,8,1307,73,8,19,0,0,0,1207,381,9,0,0,9,0,784,19,2,610,Outside Villages,CD,UCUV,286,255,729,376,353,11325594.9740906,24156.6871797061
326,530330069003,84.55427238,0,6900,3,6900.3,Block Group 3,69,7,0,Outside Villages,5Y23,1499,24,293,288,41.5,679,820,1233,0,0,26,0,26,62,152,266,758,342,416,381,0,912,784,320,279,73,111,152,219,28,37,10,18,827,331,19,352,125,13,109,218,149,93,58,131,1206,56,1499,0,1475,165,0,0,0,0,0,0,437,321,139,281,58,1092,1499,1045,1060,439,1717,4001,120934,145119,-,94044,447,285,127,250000+,78553,72411,545,83,121,0,52,159,234,918,0,1247,389,858,57,1473,27,0,0,0,20,76,1350,342,13,0,0,0,13,858,13,0,680,Outside Villages,CD,UCUV,347,321,967,487,480,3682987.97756958,8350.40469154076
327,530330070021,28.71784614,0,7002,1,7002.1,Block Group 1,70.02,7,106,Upper Queen Anne,5Y23,1456,0,13,141,39.3,497,959,1080,33,0,244,0,0,36,63,376,916,323,593,480,37,958,1022,251,294,250,203,132,225,365,13,36,0,979,150,0,781,48,0,174,360,230,72,44,36,1429,164,1442,0,1456,163,50,0,0,0,0,0,251,665,190,164,0,1274,1456,744,502,954,1804,3405,105388,103534,109213,103103,470,204,266,178149,95640,76979,774,83,183,22,0,13,98,1302,0,1443,343,1086,24,1456,91,54,0,0,72,0,1239,323,18,0,18,0,0,1214,139,0,973,Residential Urban Village,CD,UCUV,315,473,1184,401,783,1250885.84649658,4733.36593428817
328,530330071011,24.87733429,0,7101,1,7101.1,Block Group 1,71.01,7,412,Uptown,5Y23,1491,10,64,0,27.2,823,668,590,12,0,431,0,0,73,385,901,1149,136,1013,849,12,999,1368,546,366,149,557,194,406,184,21,0,17,1440,0,0,438,1002,27,528,378,243,0,0,0,1425,82,1489,66,1481,534,36,26,0,16,10,0,177,972,338,158,94,1235,1489,318,188,1301,2064,2317,83490,110662,87299,85469,712,71,641,102941,111348,79258,1090,106,66,19,87,64,0,1427,2,1427,49,1378,10,1489,42,0,16,0,22,20,1389,136,0,0,0,0,0,1399,42,31,1342,Urban Center,CD,UCUV,575,398,1379,822,557,1083596.57467651,4600.26157362949
329,530330072011,15.37588527,0,7201,1,7201.1,Block Group 1,72.01,7,413,Downtown,5Y23,1986,0,0,84,28.7,698,1288,686,62,0,867,0,10,14,347,1300,1379,315,1064,783,72,1469,1358,324,164,253,670,330,267,413,0,24,0,1453,0,72,160,1221,225,811,246,322,0,0,0,1986,197,1986,28,1986,997,352,352,0,37,315,0,0,1379,644,0,0,1698,1986,631,0,1986,2250,-,90178,98530,142969,135125,646,203,443,-,-,99014,1153,74,89,0,42,0,55,1902,0,1986,426,1560,202,1986,172,91,164,184,79,0,1296,315,0,0,0,0,0,1829,190,91,1333,Urban Center,CD,UCUV,510,531,1664,586,1078,669754.665130615,3367.49444480242
330,530330075011,22.07071137,0,7501,1,7501.1,Block Group 1,75.01,3,414,First Hill/Capitol Hill,5Y23,1670,23,43,0,33.1,1170,500,955,0,0,87,141,18,152,317,715,1100,253,847,518,0,906,1140,548,189,259,405,107,152,255,44,34,0,1227,20,29,546,632,0,386,263,447,4,0,0,1627,386,1670,16,1647,220,0,0,0,0,0,0,144,956,403,122,4,1540,1670,479,348,1322,1907,3657,81885,-,-,94468,528,249,279,243702,72736,66957,812,115,191,22,0,22,0,1627,0,1627,176,1451,311,1670,148,130,0,0,130,49,1213,253,0,0,0,0,0,1627,278,113,1140,Urban Center,CD,UCUV,581,259,1527,1153,374,961349.454437256,4085.38119246545
331,530330075023,34.91524911,0,7502,3,7502.3,Block Group 3,75.02,3,414,First Hill/Capitol Hill,5Y23,963,0,0,108,30.8,653,310,545,21,0,219,0,0,48,130,418,648,174,474,350,0,686,748,292,127,264,175,0,228,192,36,0,0,858,102,0,280,476,53,216,262,109,13,48,0,963,83,963,0,963,275,85,36,0,0,11,25,190,458,203,190,142,794,963,351,300,663,2297,1881,73944,85865,127450,48550,307,67,240,-,105259,81750,622,32,94,0,0,0,54,855,0,963,189,774,26,963,89,0,0,0,0,110,764,174,0,0,0,0,0,855,89,0,748,Urban Center,CD,UCUV,337,125,792,494,298,1520832.99984741,5354.48639696574
332,530330076002,52.75156266,0,7600,2,7600.2,Block Group 2,76,3,131,Madison-Miller,5Y23,2130,56,335,282,35.4,1154,976,1478,175,0,343,0,2,16,116,652,926,388,538,366,0,1043,1154,305,154,222,336,148,411,241,17,16,16,926,227,231,384,84,34,102,256,268,112,125,63,1734,305,2066,19,2074,525,90,49,49,0,0,0,385,541,99,320,14,1522,2066,1207,1269,797,1706,4001,90492,136667,181406,110919,607,300,285,190200,115179,111728,804,84,176,0,90,180,136,1513,64,1923,769,1154,0,2066,121,170,21,109,34,16,1595,388,0,0,0,0,0,1454,204,50,1042,Residential Urban Village,CD,UCUV,504,339,1225,640,585,2297740.60910034,6509.08600683092
333,530330080032,13.58041756,0,8003,2,8003.2,Block Group 2,80.03,7,413,Downtown,5Y23,1499,0,28,102,38.1,737,762,747,39,0,446,0,192,32,43,752,994,276,718,585,33,1139,1311,688,234,0,317,237,292,60,34,0,0,1187,30,0,20,1137,13,227,327,410,0,0,30,1471,148,1499,2,1499,691,137,124,0,0,124,0,405,589,241,366,31,1420,1485,622,657,828,3041,3338,122666,154211,137194,118316,667,276,391,245962,112375,118996,1051,0,154,17,126,15,88,1369,14,1471,92,1379,31,1499,56,4,0,0,0,16,1423,276,0,0,0,0,0,1369,60,19,1313,Urban Center,CD,UCUV,662,467,1365,699,666,591540.880493164,3125.14865535156
334,530330084021,13.28265558,0,8402,1,8402.1,Block Group 1,84.02,3,414,First Hill/Capitol Hill,5Y23,955,12,12,119,35.4,662,293,496,154,2,114,0,0,31,158,459,772,53,719,649,4,477,824,237,131,264,465,145,140,157,36,0,109,772,37,0,556,179,0,189,469,77,37,0,0,943,141,955,4,943,127,38,13,0,0,13,0,128,644,355,88,21,896,917,126,153,764,1688,1849,82283,74335,95523,64208,241,17,214,-,74323,73211,614,116,22,8,64,10,94,824,38,943,117,826,2,955,23,8,0,55,86,23,760,53,0,0,0,0,0,824,31,4,797,Urban Center,CD,UCUV,433,138,824,595,229,578561.33380127,3310.26968536336
335,530330086002,55.93205602,0,8600,2,8600.2,Block Group 2,86,2,414,First Hill/Capitol Hill,5Y23,1727,14,78,100,30.7,1077,650,614,228,0,493,0,0,272,120,1113,1145,260,885,734,36,1014,1066,247,237,353,425,129,386,210,25,42,27,1319,25,199,324,771,39,522,250,336,37,0,0,1605,99,1628,255,1713,694,214,175,19,0,18,138,87,1058,427,87,0,1405,1628,576,150,1478,1522,3506,93751,73106,142361,67639,434,173,261,250000+,66463,70625,750,79,194,43,0,13,78,1549,99,1696,403,1293,227,1628,70,218,14,16,60,0,1250,260,26,0,26,0,0,1486,231,0,1066,Urban Center,CD,UCUV,617,355,1393,864,529,2436305.53494263,7744.00936997232
336,530330086003,47.63450441,0,8600,3,8600.3,Block Group 3,86,2,414,First Hill/Capitol Hill,5Y23,1321,0,17,0,20.5,542,779,572,55,1,446,7,4,129,107,749,187,0,187,104,0,136,540,63,87,119,97,218,137,25,83,14,0,187,0,0,0,187,83,158,29,0,0,0,0,275,0,1321,89,1321,191,48,0,0,0,0,0,0,187,137,0,0,200,275,0,0,275,1678,-,36681,-,91761,-,13,0,13,-,-,8000,198,97,225,5,42,0,0,1304,1046,1321,569,752,185,275,131,0,40,0,0,0,104,0,0,0,0,0,0,275,131,86,230,Urban Center,CD,UCUV,48,32,1024,452,572,2074890.65844727,6392.744291068
337,530330090002,42.35880452,0,9000,2,9000.2,Block Group 2,90,3,109,23rd & Union-Jackson,5Y23,1377,82,202,92,32.9,574,803,551,156,0,207,12,0,78,373,826,781,240,541,325,24,711,895,167,332,281,185,77,431,158,24,38,0,781,144,117,79,441,26,113,258,266,117,25,2,1175,168,1377,95,1295,493,12,0,0,0,0,0,144,637,282,37,9,1063,1377,631,215,1162,2359,3131,72932,80850,73577,64444,262,121,141,115278,77067,58017,584,182,99,10,20,123,92,1083,0,1208,239,969,74,1377,81,178,307,59,10,13,729,240,48,0,0,48,0,1079,173,76,862,Residential Urban Village,CD,UCUV,338,230,972,481,491,1845078.12811279,6794.13583880642
338,530330096003,103.6243831,0,9600,3,9600.3,Block Group 3,96,1,0,Outside Villages,5Y23,1333,0,226,256,50.5,616,717,1148,0,0,133,0,0,23,29,185,630,324,306,181,0,733,728,222,208,213,80,58,237,67,107,37,0,701,433,75,193,0,0,12,157,105,168,127,61,1107,63,1333,57,1333,199,44,0,0,0,0,0,433,197,89,295,38,1083,1333,909,1076,257,1461,2359,89546,119758,118750,123357,399,284,115,230833,71250,115417,403,50,132,88,55,153,176,851,0,1179,422,757,29,1333,76,0,0,74,0,0,1183,324,0,0,0,0,0,827,76,0,695,Outside Villages,CD,UCUV,287,294,752,351,401,4513732.09831238,12758.1285444888
339,530330098011,92.36725033,0,9801,1,9801.1,Block Group 1,98.01,1,113,Admiral,5Y23,1086,39,192,169,42.9,411,675,891,0,0,50,0,0,130,15,195,641,169,472,409,69,393,474,119,298,46,66,84,27,138,82,24,0,738,230,107,230,171,9,156,182,123,176,4,0,894,309,1086,15,1047,62,41,15,15,0,0,0,262,379,200,215,108,736,1082,540,677,405,1692,2240,60953,55842,154792,82500,196,133,63,173750,35913,58843,245,19,143,61,11,120,161,725,4,910,287,623,144,1086,28,16,133,0,30,140,739,169,8,0,0,8,0,697,12,8,451,Residential Urban Village,CD,UCUV,208,176,637,262,375,4023393.86679077,8003.01910482836
340,530330098013,68.40124068,0,9801,3,9801.3,Block Group 3,98.01,1,0,Outside Villages,5Y23,860,57,99,164,45.9,472,388,705,0,0,27,0,0,93,35,155,455,224,231,206,0,519,532,268,198,10,21,9,91,136,12,16,0,563,219,119,79,146,0,35,55,138,134,69,24,761,112,860,0,803,52,12,0,0,0,0,0,273,182,86,187,44,749,860,604,600,260,2110,2807,89241,111932,113009,109808,281,187,79,182222,78438,108052,458,29,23,15,7,60,116,597,0,761,214,547,15,860,10,0,17,0,0,0,833,224,0,0,0,0,0,597,0,0,532,Outside Villages,CD,UCUV,284,171,539,312,227,2979466.02296448,7166.20781147905
341,530330099004,1001.16969309,585.82137688,9900,4,9900.4,Block Group 4,99,1,0,Outside Villages,5Y23,1284,62,188,31,37.8,578,706,687,149,0,139,0,0,175,134,597,686,226,460,343,0,761,866,151,438,102,24,36,171,326,129,53,0,751,186,146,106,313,52,64,249,123,208,42,0,1096,86,1284,113,1222,230,67,12,0,0,12,0,265,421,271,251,26,1055,1284,678,627,657,2333,3226,78268,128429,116324,76845,419,186,233,136250,108250,76601,746,57,74,26,23,85,31,1065,0,1096,144,952,26,1284,13,6,0,0,0,0,1265,226,0,0,0,0,0,1065,19,13,901,Outside Villages,CD,UCUV,277,334,1007,441,566,43199174.5387726,61270.5921626056
342,530330103013,66.85312547,0,10301,3,10301.3,Block Group 3,103.01,2,123,Othello,5Y23,854,16,65,203,45.4,503,351,306,182,0,223,0,0,79,64,548,361,244,117,68,91,260,514,142,308,0,45,97,158,106,11,0,0,361,206,41,14,100,15,25,77,86,97,36,40,789,78,854,10,838,308,150,39,0,0,27,12,235,126,60,223,37,686,854,612,583,271,-,2621,61877,127639,106889,72609,193,133,60,127556,-,73913,225,168,57,57,7,59,178,586,0,796,264,532,18,854,54,73,0,120,35,0,572,244,26,0,26,0,0,542,46,0,457,Residential Urban Village,CD,UCUV,266,75,536,376,160,2912040.96568298,8769.91467989707
343,530330103022,52.99471435,0,10302,2,10302.2,Block Group 2,103.02,2,111,Columbia City,5Y23,774,29,116,72,35.3,385,389,348,131,14,184,0,0,14,83,426,400,165,235,187,10,515,512,200,128,103,101,51,108,76,65,0,12,444,189,75,71,93,0,0,136,33,160,26,45,658,108,774,0,745,234,46,15,0,0,15,0,181,219,142,148,19,631,764,482,463,301,2148,3824,111152,101471,206028,80741,210,104,80,250000+,81366,81597,418,49,0,27,35,76,72,586,10,658,129,529,0,774,16,58,14,0,0,0,686,165,0,0,0,0,0,586,16,6,529,Residential Urban Village,CD,UCUV,265,150,545,316,229,2308375.21418762,6222.5208253127
344,530330104012,157.14815007,0,10401,2,10401.2,Block Group 2,104.01,2,0,Outside Villages,5Y23,2233,138,389,321,41.6,1129,1104,516,579,0,776,0,0,170,192,1717,639,520,119,52,240,794,1222,319,780,65,18,33,578,155,103,6,28,714,630,47,37,0,77,0,0,129,279,161,70,1844,169,2233,142,2095,1051,523,51,0,0,51,0,550,89,65,331,73,1667,2175,1983,1813,362,2588,3143,59785,146906,86000,58750,495,419,76,145875,-,45571,645,243,128,75,141,217,211,1523,58,1888,639,1249,17,2233,70,61,9,65,11,0,2017,520,20,0,20,0,0,1500,111,48,1206,Outside Villages,CD,UCUV,436,203,1376,784,592,6845237.05888367,15503.9718063641
345,530330105021,75.61375256,0,10502,1,10502.1,Block Group 1,105.02,1,205,West Seattle Junction,5Y23,1250,36,61,467,50.2,661,589,1005,23,0,75,0,0,89,58,245,682,398,284,246,0,645,665,318,197,109,82,77,84,100,65,21,0,715,210,32,417,56,0,113,48,391,108,22,0,1189,121,1250,63,1214,89,16,16,0,0,16,0,393,289,140,194,64,1136,1250,877,789,461,1754,3300,84852,97083,90046,80598,299,231,68,121951,53289,68102,401,19,178,41,45,57,307,722,0,1189,489,700,16,1250,16,72,0,18,37,22,1085,398,0,0,0,0,0,722,75,36,612,Hub Urban Village,CD,UCUV,284,227,700,385,315,3293645.62539673,7747.12587595748
